client timestamp,button,state,x,y
125,NoButton,Move,960,540
344,NoButton,Move,960,539
344,NoButton,Move,960,539
1156,NoButton,Move,960,538
1172,NoButton,Move,964,539
1172,NoButton,Move,972,545
1172,NoButton,Move,982,553
1187,NoButton,Move,994,560
1187,NoButton,Move,1004,567
1187,NoButton,Move,1012,574
1203,NoButton,Move,1020,580
1203,NoButton,Move,1025,587
1203,NoButton,Move,1029,595
1219,NoButton,Move,1032,604
1219,NoButton,Move,1036,616
1219,NoButton,Move,1040,632
1234,NoButton,Move,1043,650
1234,NoButton,Move,1046,668
1234,NoButton,Move,1048,689
1250,NoButton,Move,1048,705
1250,NoButton,Move,1048,722
1250,NoButton,Move,1048,735
1266,NoButton,Move,1048,748
1266,NoButton,Move,1047,759
1266,NoButton,Move,1044,770
1281,NoButton,Move,1040,779
1281,NoButton,Move,1036,788
1281,NoButton,Move,1032,795
1297,NoButton,Move,1028,801
1297,NoButton,Move,1025,805
1297,NoButton,Move,1022,808
1313,NoButton,Move,1019,809
1313,NoButton,Move,1017,810
1328,NoButton,Move,1015,811
1328,NoButton,Move,1014,811
1344,NoButton,Move,1013,811
1344,NoButton,Move,1012,811
1344,NoButton,Move,1012,811
1360,NoButton,Move,1010,811
1360,NoButton,Move,1007,811
1375,NoButton,Move,1007,811
1391,NoButton,Move,1006,810
1391,NoButton,Move,1002,808
1391,NoButton,Move,999,804
1406,NoButton,Move,995,801
1406,NoButton,Move,990,796
1406,NoButton,Move,984,791
1422,NoButton,Move,978,785
1422,NoButton,Move,972,781
1422,NoButton,Move,968,778
1438,NoButton,Move,964,775
1438,NoButton,Move,961,773
1438,NoButton,Move,958,770
1453,NoButton,Move,955,768
1453,NoButton,Move,953,766
1453,NoButton,Move,953,766
1469,NoButton,Move,952,765
1469,NoButton,Move,951,764
1547,NoButton,Move,951,764
1563,NoButton,Move,951,764
1563,NoButton,Move,952,763
1563,NoButton,Move,952,763
1578,NoButton,Move,953,762
1578,NoButton,Move,955,761
1594,NoButton,Move,956,761
1594,NoButton,Move,958,761
1594,NoButton,Move,959,760
1610,NoButton,Move,960,759
1610,NoButton,Move,961,758
1610,NoButton,Move,963,758
1625,NoButton,Move,963,758
1625,NoButton,Move,964,757
1641,NoButton,Move,964,757
1672,NoButton,Move,964,757
1688,NoButton,Move,963,757
1688,NoButton,Move,958,759
1688,NoButton,Move,952,763
1703,NoButton,Move,945,765
1703,NoButton,Move,937,770
1703,NoButton,Move,927,775
1719,NoButton,Move,919,779
1719,NoButton,Move,910,784
1719,NoButton,Move,900,786
1735,NoButton,Move,887,789
1735,NoButton,Move,878,792
1735,NoButton,Move,867,796
1750,NoButton,Move,854,800
1750,NoButton,Move,841,804
1750,NoButton,Move,823,810
1766,NoButton,Move,803,819
1766,NoButton,Move,783,826
1766,NoButton,Move,762,830
1782,NoButton,Move,748,835
1782,NoButton,Move,736,839
1782,NoButton,Move,725,841
1797,NoButton,Move,714,846
1797,NoButton,Move,703,850
1813,NoButton,Move,690,853
1813,NoButton,Move,675,857
1813,NoButton,Move,663,861
1829,NoButton,Move,651,864
