client timestamp,button,state,x,y
5473,Left,Pressed,960,540
5660,Left,Released,960,540
10358,NoButton,Move,915,458
10368,NoButton,Move,858,369
10373,NoButton,Move,825,284
10383,NoButton,Move,803,209
10393,NoButton,Move,780,133
10398,NoButton,Move,761,68
10408,NoButton,Move,750,28
10413,NoButton,Move,741,-2
10426,NoButton,Move,739,-10
10431,NoButton,Move,738,-3
10478,NoButton,Move,738,-1
10488,NoButton,Move,733,-5
10493,NoButton,Move,708,-15
10503,NoButton,Move,673,-20
10513,NoButton,Move,649,-14
10518,NoButton,Move,623,-13
10528,NoButton,Move,592,-12
10533,NoButton,Move,555,-9
10543,NoButton,Move,510,-8
10554,NoButton,Move,463,-2
10558,NoButton,Move,413,9
10569,NoButton,Move,367,39
10573,NoButton,Move,336,98
10583,NoButton,Move,325,169
10594,NoButton,Move,328,237
10599,NoButton,Move,356,306
10609,NoButton,Move,400,358
10614,NoButton,Move,448,391
10624,NoButton,Move,499,402
10634,NoButton,Move,562,404
10639,NoButton,Move,638,399
10649,NoButton,Move,710,388
10654,NoButton,Move,796,366
10664,NoButton,Move,885,340
10674,NoButton,Move,967,309
10679,NoButton,Move,1043,276
10689,NoButton,Move,1115,239
10694,NoButton,Move,1183,188
10704,NoButton,Move,1226,146
10714,NoButton,Move,1252,110
10719,NoButton,Move,1261,85
10729,NoButton,Move,1266,69
10734,NoButton,Move,1271,58
10744,NoButton,Move,1275,44
10754,NoButton,Move,1280,34
10759,NoButton,Move,1284,24
10768,NoButton,Move,1289,17
10778,NoButton,Move,1292,15
10783,NoButton,Move,1292,14
10829,NoButton,Move,1292,14
10839,NoButton,Move,1292,16
10849,NoButton,Move,1293,22
10854,NoButton,Move,1296,32
10864,NoButton,Move,1299,46
10869,NoButton,Move,1301,66
10879,NoButton,Move,1304,92
10889,NoButton,Move,1304,125
10894,NoButton,Move,1301,151
10904,NoButton,Move,1297,182
10909,NoButton,Move,1294,192
10919,NoButton,Move,1292,201
10929,NoButton,Move,1288,205
10934,NoButton,Move,1287,209
10944,NoButton,Move,1284,213
10949,NoButton,Move,1280,216
10959,NoButton,Move,1277,222
10969,NoButton,Move,1275,225
10974,NoButton,Move,1274,227
10984,NoButton,Move,1272,228
10989,NoButton,Move,1271,230
10999,NoButton,Move,1271,231
11009,NoButton,Move,1270,232
11014,NoButton,Move,1270,233
11024,NoButton,Move,1269,234
11039,NoButton,Move,1268,234
11049,NoButton,Move,1266,238
11054,NoButton,Move,1265,240
11064,NoButton,Move,1260,246
11069,NoButton,Move,1255,252
