timestamp,event,x,y,user,screen_width,screen_height
1490203391601,Mouse Moved,462.0,353.0,User3,1369.0,832.0
1490203391726,Mouse Moved,447.0,355.0,User3,,
1490203391726,Mouse Moved,423.0,358.0,User3,,
1490203391743,Mouse Moved,394.0,360.0,User3,,
1490203391743,Mouse Moved,366.0,360.0,User3,,
1490203391821,Mouse Moved,330.0,360.0,User3,,
1490203391821,Mouse Moved,290.0,357.0,User3,,
1490203391821,Mouse Moved,249.0,348.0,User3,,
1490203391821,Mouse Moved,203.0,336.0,User3,,
1490203391835,Mouse Moved,155.0,320.0,User3,,
1490203391835,Mouse Moved,113.0,307.0,User3,,
1490203391835,Mouse Moved,70.0,287.0,User3,,
1490203391835,Mouse Moved,30.0,268.0,User3,,
1490203392348,Mouse Moved,13.0,130.0,User3,,
1490203392404,Mouse Moved,33.0,151.0,User3,,
1490203392414,Mouse Moved,55.0,175.0,User3,,
1490203392415,Mouse Moved,78.0,201.0,User3,,
1490203392417,Mouse Moved,99.0,229.0,User3,,
1490203392418,Mouse Moved,113.0,258.0,User3,,
1490203392420,Mouse Moved,130.0,286.0,User3,,
1490203392421,Mouse Moved,144.0,306.0,User3,,
1490203392421,Mouse Moved,159.0,321.0,User3,,
1490203392421,Mouse Moved,170.0,332.0,User3,,
1490203392423,Mouse Moved,180.0,340.0,User3,,
1490203392424,Mouse Moved,187.0,344.0,User3,,
1490203392424,Mouse Moved,192.0,348.0,User3,,
1490203392450,Mouse Moved,196.0,351.0,User3,,
1490203392451,Mouse Moved,197.0,352.0,User3,,
1490203392453,Mouse Moved,198.0,353.0,User3,,
1490203392456,Mouse Moved,199.0,355.0,User3,,
1490203392484,Mouse Moved,199.0,356.0,User3,,
1490203392763,Mouse Moved,200.0,357.0,User3,,
1490203392788,Mouse Moved,202.0,360.0,User3,,
1490203392789,Mouse Moved,208.0,363.0,User3,,
1490203392789,Mouse Moved,210.0,364.0,User3,,
1490203392806,Mouse Moved,214.0,366.0,User3,,
1490203392836,Mouse Moved,214.0,367.0,User3,,
1490203392865,Mouse Moved,210.0,368.0,User3,,
1490203392875,Mouse Moved,201.0,368.0,User3,,
1490203392914,Mouse Moved,181.0,368.0,User3,,
1490203392920,Mouse Moved,175.0,367.0,User3,,
1490203392926,Mouse Moved,161.0,365.0,User3,,
1490203392937,Mouse Moved,156.0,364.0,User3,,
1490203392954,Mouse Moved,150.0,362.0,User3,,
1490203392970,Mouse Moved,144.0,360.0,User3,,
1490203392986,Mouse Moved,138.0,358.0,User3,,
1490203392996,Mouse Moved,136.0,357.0,User3,,
1490203393028,Mouse Moved,130.0,353.0,User3,,
1490203393029,Mouse Moved,129.0,353.0,User3,,
1490203393055,Mouse Moved,127.0,349.0,User3,,
1490203393105,Mouse Moved,127.0,348.0,User3,,
1490203393137,Mouse Moved,131.0,351.0,User3,,
1490203393145,Mouse Moved,132.0,354.0,User3,,
1490203393165,Mouse Moved,142.0,375.0,User3,,
1490203393176,Mouse Moved,145.0,385.0,User3,,
1490203393197,Mouse Moved,152.0,410.0,User3,,
1490203393206,Mouse Moved,160.0,456.0,User3,,
1490203393226,Mouse Moved,172.0,516.0,User3,,
1490203393239,Mouse Moved,177.0,543.0,User3,,
1490203393256,Mouse Moved,189.0,612.0,User3,,
1490203393269,Mouse Moved,192.0,636.0,User3,,
1490203393290,Mouse Moved,197.0,693.0,User3,,
1490203393302,Mouse Moved,198.0,707.0,User3,,
1490203393336,Mouse Moved,198.0,723.0,User3,,
1490203393338,Mouse Moved,197.0,732.0,User3,,
1490203393346,Mouse Moved,196.0,737.0,User3,,
1490203393365,Mouse Moved,195.0,740.0,User3,,
1490203393378,Mouse Moved,192.0,744.0,User3,,
1490203393385,Mouse Moved,190.0,745.0,User3,,
1490203393405,Mouse Moved,181.0,746.0,User3,,
1490203393414,Mouse Moved,176.0,746.0,User3,,
1490203393437,Mouse Moved,168.0,746.0,User3,,
1490203393447,Mouse Moved,158.0,745.0,User3,,
1490203393477,Mouse Moved,152.0,743.0,User3,,
1490203393482,Mouse Moved,150.0,742.0,User3,,
1490203393513,Mouse Moved,149.0,742.0,User3,,
1490203393515,Mouse Moved,147.0,741.0,User3,,
