timestamp,event,x,y,user,screen_width,screen_height
1490379090986,Mouse Moved,430.0,424.0,User19,800.0,578.0
1490379094855,Mouse Moved,430.0,425.0,User19,,
1490379094855,Mouse Moved,430.0,424.0,User19,,
1490379094871,Mouse Moved,430.0,425.0,User19,,
1490379094871,Mouse Moved,430.0,426.0,User19,,
1490379094885,Mouse Moved,430.0,427.0,User19,,
1490379094885,Mouse Moved,432.0,427.0,User19,,
1490379094885,Mouse Moved,432.0,426.0,User19,,
1490379121390,Mouse Moved,433.0,426.0,User19,,
1490379121390,Mouse Moved,433.0,425.0,User19,,
1490379121405,Mouse Moved,433.0,424.0,User19,,
1490379121405,Mouse Moved,434.0,424.0,User19,,
1490379121405,Mouse Moved,434.0,423.0,User19,,
1490379121421,Mouse Moved,434.0,422.0,User19,,
1490379121421,Mouse Moved,434.0,421.0,User19,,
1490379121421,Mouse Moved,435.0,421.0,User19,,
1490379121671,Mouse Moved,435.0,420.0,User19,,
1490379121686,Mouse Moved,434.0,420.0,User19,,
1490379121686,Mouse Moved,434.0,419.0,User19,,
1490379121686,Mouse Moved,434.0,418.0,User19,,
1490379121701,Mouse Moved,434.0,417.0,User19,,
1490379121701,Mouse Moved,433.0,417.0,User19,,
1490379121701,Mouse Moved,433.0,416.0,User19,,
1490379121701,Mouse Moved,433.0,415.0,User19,,
1490379121701,Mouse Moved,433.0,414.0,User19,,
1490379121717,Mouse Moved,433.0,413.0,User19,,
1490379121717,Mouse Moved,432.0,413.0,User19,,
1490379121733,Mouse Moved,431.0,413.0,User19,,
1490379121749,Mouse Moved,430.0,413.0,User19,,
1490379121763,Mouse Moved,429.0,413.0,User19,,
1490379121779,Mouse Moved,429.0,414.0,User19,,
1490379121779,Mouse Moved,428.0,414.0,User19,,
1490379121779,Mouse Moved,427.0,414.0,User19,,
1490379121779,Mouse Moved,427.0,415.0,User19,,
1490379121779,Mouse Moved,426.0,415.0,User19,,
1490379121796,Mouse Moved,425.0,415.0,User19,,
1490379121811,Mouse Moved,425.0,416.0,User19,,
1490379121874,Mouse Moved,424.0,416.0,User19,,
1490379121874,Mouse Moved,424.0,415.0,User19,,
1490379121888,Mouse Moved,423.0,415.0,User19,,
1490379121888,Mouse Moved,423.0,414.0,User19,,
1490379121888,Mouse Moved,422.0,413.0,User19,,
1490379121904,Mouse Moved,422.0,412.0,User19,,
1490379121904,Mouse Moved,421.0,412.0,User19,,
1490379121904,Mouse Moved,421.0,411.0,User19,,
1490379121920,Mouse Moved,420.0,411.0,User19,,
1490379121920,Mouse Moved,419.0,411.0,User19,,
1490379121920,Mouse Moved,419.0,410.0,User19,,
1490379121920,Mouse Moved,419.0,409.0,User19,,
1490379121920,Mouse Moved,418.0,409.0,User19,,
1490379121920,Mouse Moved,418.0,408.0,User19,,
1490379121920,Mouse Moved,418.0,407.0,User19,,
1490379121936,Mouse Moved,417.0,407.0,User19,,
1490379121936,Mouse Moved,417.0,406.0,User19,,
1490379121936,Mouse Moved,416.0,405.0,User19,,
1490379121936,Mouse Moved,415.0,404.0,User19,,
1490379121936,Mouse Moved,414.0,403.0,User19,,
1490379121936,Mouse Moved,414.0,402.0,User19,,
1490379121951,Mouse Moved,413.0,401.0,User19,,
1490379121951,Mouse Moved,412.0,400.0,User19,,
1490379121951,Mouse Moved,411.0,400.0,User19,,
1490379121951,Mouse Moved,411.0,399.0,User19,,
1490379121951,Mouse Moved,410.0,399.0,User19,,
1490379121951,Mouse Moved,410.0,398.0,User19,,
1490379121951,Mouse Moved,410.0,397.0,User19,,
1490379121967,Mouse Moved,409.0,397.0,User19,,
1490379121967,Mouse Moved,409.0,396.0,User19,,
1490379121967,Mouse Moved,408.0,395.0,User19,,
1490379121967,Mouse Moved,407.0,394.0,User19,,
1490379121967,Mouse Moved,406.0,393.0,User19,,
1490379121967,Mouse Moved,406.0,392.0,User19,,
1490379121967,Mouse Moved,405.0,392.0,User19,,
1490379121967,Mouse Moved,405.0,391.0,User19,,
1490379121967,Mouse Moved,405.0,390.0,User19,,
1490379121983,Mouse Moved,404.0,390.0,User19,,
1490379121983,Mouse Moved,403.0,389.0,User19,,
1490379121983,Mouse Moved,403.0,388.0,User19,,
