client timestamp,button,state,x,y
3775,NoButton,Move,683,384
3806,NoButton,Move,690,382
3806,NoButton,Move,712,377
3806,NoButton,Move,707,380
3822,NoButton,Move,696,387
3822,NoButton,Move,681,394
3837,NoButton,Move,664,405
3837,NoButton,Move,648,415
3853,NoButton,Move,635,426
3853,NoButton,Move,617,443
3868,NoButton,Move,603,458
3868,NoButton,Move,589,478
3884,NoButton,Move,570,499
3884,NoButton,Move,556,514
3900,NoButton,Move,541,528
3900,NoButton,Move,518,543
3915,NoButton,Move,496,557
3915,NoButton,Move,472,572
3931,NoButton,Move,446,581
3931,NoButton,Move,421,598
3946,NoButton,Move,399,610
3946,NoButton,Move,382,623
3962,NoButton,Move,367,634
3962,NoButton,Move,360,642
3978,NoButton,Move,349,651
3978,NoButton,Move,344,656
3993,NoButton,Move,342,659
3993,NoButton,Move,340,665
4009,NoButton,Move,340,669
4009,NoButton,Move,339,676
4024,NoButton,Move,337,684
4024,NoButton,Move,335,691
4040,NoButton,Move,330,698
4040,NoButton,Move,325,706
4056,NoButton,Move,320,715
4071,NoButton,Move,314,722
4071,NoButton,Move,311,728
4087,NoButton,Move,310,730
4087,NoButton,Move,310,734
4102,NoButton,Move,310,734
4102,NoButton,Move,310,736
4118,NoButton,Move,310,739
4118,NoButton,Move,311,742
4134,NoButton,Move,314,746
4134,NoButton,Move,323,753
4149,NoButton,Move,333,758
4149,NoButton,Move,344,764
4165,NoButton,Move,352,769
4165,NoButton,Move,363,769
4180,NoButton,Move,371,769
4180,NoButton,Move,378,768
4196,NoButton,Move,384,767
4196,NoButton,Move,389,767
4212,NoButton,Move,392,767
4212,NoButton,Move,394,766
4227,NoButton,Move,395,766
4227,NoButton,Move,396,765
4243,NoButton,Move,396,765
4321,NoButton,Move,396,764
4321,NoButton,Move,396,764
4336,NoButton,Move,396,763
4352,NoButton,Move,396,763
4368,NoButton,Move,396,762
4383,NoButton,Move,396,761
4399,NoButton,Move,396,760
4399,NoButton,Move,395,760
4414,NoButton,Move,395,759
4414,NoButton,Move,395,758
4524,Left,Pressed,395,758
4586,Left,Released,395,758
4711,NoButton,Move,395,752
4711,NoButton,Move,397,746
4726,NoButton,Move,405,735
4726,NoButton,Move,417,719
4742,NoButton,Move,435,694
4742,NoButton,Move,456,668
4758,NoButton,Move,485,644
4758,NoButton,Move,522,611
4773,NoButton,Move,557,580
4773,NoButton,Move,599,544
4789,NoButton,Move,644,507
4789,NoButton,Move,684,475
4804,NoButton,Move,727,436
4804,NoButton,Move,760,412
4820,NoButton,Move,789,389
4820,NoButton,Move,802,376
4836,NoButton,Move,809,368
4836,NoButton,Move,814,362
4851,NoButton,Move,814,360
4851,NoButton,Move,818,355
4867,NoButton,Move,820,352
