timestamp,event,x,y,user,screen_width,screen_height
1490097750743,Mouse Moved,1043.0,599.0,User5,1920.0,1200.0
1490097750757,Mouse Moved,1045.0,601.0,User5,,
1490097750789,Mouse Moved,1045.0,602.0,User5,,
1490097750821,Mouse Moved,1045.0,603.0,User5,,
1490097750835,Mouse Moved,1045.0,604.0,User5,,
1490097750868,Mouse Moved,1045.0,609.0,User5,,
1490097750930,Mouse Moved,1041.0,615.0,User5,,
1490097751023,Mouse Moved,1040.0,615.0,User5,,
1490097751226,Mouse Moved,1040.0,615.0,User5,,
1490097751585,Mouse Moved,1040.0,615.0,User5,,
1490097751648,Mouse Button.left Released,1040.0,615.0,User5,,
1490097752568,Mouse Moved,1039.0,615.0,User5,,
1490097752615,Mouse Moved,1007.0,615.0,User5,,
1490097752630,Mouse Moved,811.0,674.0,User5,,
1490097752645,Mouse Moved,382.0,903.0,User5,,
1490097752661,Mouse Moved,322.0,989.0,User5,,
1490097752677,Mouse Moved,325.0,1055.0,User5,,
1490097752864,Mouse Moved,355.0,1026.0,User5,,
1490097752911,Mouse Moved,363.0,1028.0,User5,,
1490097752927,Mouse Moved,395.0,1057.0,User5,,
1490097752941,Mouse Moved,412.0,1078.0,User5,,
1490097752957,Mouse Moved,421.0,1091.0,User5,,
1490097752973,Mouse Moved,428.0,1106.0,User5,,
1490097752989,Mouse Moved,431.0,1113.0,User5,,
1490097753005,Mouse Moved,431.0,1116.0,User5,,
1490097753223,Mouse Moved,431.0,1118.0,User5,,
1490097753332,Mouse Moved,427.0,1123.0,User5,,
1490097753348,Mouse Moved,421.0,1133.0,User5,,
1490097753378,Mouse Moved,399.0,1180.0,User5,,
1490097753487,Mouse Moved,399.0,1179.0,User5,,
1490097753551,Mouse Moved,399.0,1179.0,User5,,
1490097753799,Mouse Moved,403.0,1169.0,User5,,
1490097753815,Mouse Moved,433.0,1123.0,User5,,
1490097753846,Mouse Moved,498.0,1035.0,User5,,
1490097753862,Mouse Moved,573.0,935.0,User5,,
1490097753878,Mouse Moved,622.0,875.0,User5,,
1490097753894,Mouse Moved,654.0,833.0,User5,,
1490097753910,Mouse Moved,669.0,816.0,User5,,
1490097753924,Mouse Moved,682.0,799.0,User5,,
1490097753940,Mouse Moved,691.0,790.0,User5,,
1490097753956,Mouse Moved,693.0,787.0,User5,,
1490097753987,Mouse Moved,694.0,787.0,User5,,
1490097755016,Mouse Moved,694.0,788.0,User5,,
1490097762145,Mouse Moved,694.0,778.0,User5,,
1490097762177,Mouse Moved,694.0,675.0,User5,,
1490097762193,Mouse Moved,694.0,618.0,User5,,
1490097762240,Mouse Moved,694.0,575.0,User5,,
1490097762256,Mouse Moved,697.0,451.0,User5,,
1490097762270,Mouse Moved,697.0,434.0,User5,,
1490097762286,Mouse Moved,697.0,419.0,User5,,
1490097762302,Mouse Moved,697.0,413.0,User5,,
1490097762318,Mouse Moved,697.0,406.0,User5,,
1490097762348,Mouse Moved,697.0,402.0,User5,,
1490097762365,Mouse Moved,697.0,400.0,User5,,
1490097762395,Mouse Moved,697.0,399.0,User5,,
1490097762443,Mouse Moved,697.0,398.0,User5,,
1490097762490,Mouse Moved,698.0,398.0,User5,,
1490097766092,Mouse Moved,681.0,398.0,User5,,
1490097766155,Mouse Moved,660.0,394.0,User5,,
1490097766187,Mouse Moved,627.0,385.0,User5,,
1490097766217,Mouse Moved,612.0,381.0,User5,,
