1667,432
663531,NoButton,Move,-1674,432
663540,NoButton,Move,-1681,434
663548,NoButton,Move,-1688,437
663556,NoButton,Move,-1695,439
663564,NoButton,Move,-1701,441
663572,NoButton,Move,-1707,443
663580,NoButton,Move,-1713,445
663588,NoButton,Move,-1717,447
663596,NoButton,Move,-1720,448
663604,NoButton,Move,-1722,449
663612,NoButton,Move,-1723,449
663804,Left,Pressed,-1723,449
663908,Left,Released,-1723,449
665556,NoButton,Move,-1723,450
665564,NoButton,Move,-1722,450
665572,NoButton,Move,-1720,450
665580,NoButton,Move,-1719,450
665588,NoButton,Move,-1717,450
665596,NoButton,Move,-1714,450
665604,NoButton,Move,-1711,450
665612,NoButton,Move,-1708,451
665620,NoButton,Move,-1706,451
665628,NoButton,Move,-1703,452
665636,NoButton,Move,-1701,452
665644,NoButton,Move,-1700,452
665652,NoButton,Move,-1699,452
665700,NoButton,Move,-1699,452
665860,NoButton,Move,-1699,452
665868,NoButton,Move,-1698,452
665877,NoButton,Move,-1694,452
665884,NoButton,Move,-1688,452
665900,NoButton,Move,-1684,452
665908,NoButton,Move,-1678,451
665916,NoButton,Move,-1675,450
665924,NoButton,Move,-1672,449
665932,NoButton,Move,-1669,448
665940,NoButton,Move,-1668,448
665948,NoButton,Move,-1666,447
665956,NoButton,Move,-1665,446
665965,NoButton,Move,-1664,446
665981,NoButton,Move,-1664,446
666172,NoButton,Move,-1664,446
666180,NoButton,Move,-1664,446
666188,NoButton,Move,-1665,445
666195,NoButton,Move,-1666,445
666204,NoButton,Move,-1667,445
666212,NoButton,Move,-1667,445
666220,NoButton,Move,-1668,443
666227,NoButton,Move,-1669,443
666236,NoButton,Move,-1670,443
666244,NoButton,Move,-1671,442
666252,NoButton,Move,-1671,441
666259,NoButton,Move,-1672,441
666268,NoButton,Move,-1672,441
666276,NoButton,Move,-1672,440
666292,NoButton,Move,-1673,440
667852,Nobutton,Scrool,-1673,-1673
668036,Nobutton,Scrool,-1673,-1673
668340,NoButton,Move,-1673,440
668348,NoButton,Move,-1673,439
668356,NoButton,Move,-1673,435
668364,NoButton,Move,-1672,432
668372,NoButton,Move,-1669,431
668380,NoButton,Move,-1665,429
668388,NoButton,Move,-1659,427
668396,NoButton,Move,-1651,425
668404,NoButton,Move,-1641,424
668412,NoButton,Move,-1632,424
668420,NoButton,Move,-1621,424
668428,NoButton,Move,-1612,424
668436,NoButton,Move,-1603,424
668444,NoButton,Move,-1592,424
668452,NoButton,Move,-1584,424
668460,NoButton,Move,-1577,424
668468,NoButton,Move,-1570,424
668476,NoButton,Move,-1564,424
668484,NoButton,Move,-1558,425
668492,NoButton,Move,-1551,427
668500,NoButton,Move,-1545,429
668508,NoButton,Move,-1541,431
668516,NoButton,Move,-1538,431
668524,NoButton,Move,-1534,432
668532,NoButton,Move,-1531,434
668540,NoButton,Move,-1528,435
668548,NoButton,Move,-1526,435
668556,NoButton,Move,-1525,436
668564,NoButton,Move,-1523,436
668572,NoButton,Move,-1522,437
668580,NoButton,Move,-1521,437
669540,NoButton,Move,-1521,437
669548,NoButton,Move,-1521,439
669556,NoButton,Move,-1519,442
669564,NoButton,Move,-1519,444
669572,NoButton,Move,-1519,447
669580,NoButton,Move,-1519,449
669588,NoButton,Move,-1519,450
669596,NoButton,Move,-1519,451
669620,NoButton,Move,-1519,451
670940,Left,Pressed,-1519,451
671084,Left,Released,-1519,451
672316,NoButton,Move,-1519,450
672324,NoButton,Move,-1519,448
672340,NoButton,Move,-1519,448
672508,NoButton,Move,-1520,447
672515,NoButton,Move,-1521,447
672525,NoButton,Move,-1521,446
672532,NoButton,Move,-1524,445
672540,NoButton,Move,-1525,444
672548,NoButton,Move,-1526,444
672557,NoButton,Move,-1526,442
672564,NoButton,Move,-1526,442
672573,NoButton,Move,-1525,440
672581,NoButton,Move,-1524,440
672588,NoButton,Move,-1523,440
672597,NoButton,Move,-1523,440
672604,NoButton,Move,-1522,440
672660,NoButton,Move,-1521,440
672676,NoButton,Move,-1521,441
672684,NoButton,Move,-1521,443
672692,NoButton,Move,-1521,445
672700,NoButton,Move,-1521,447
672708,NoButton,Move,-1521,451
672715,NoButton,Move,-1521,454
672724,NoButton,Move,-1520,458
672732,NoButton,Move,-1518,464
672739,NoButton,Move,-1516,470
672747,NoButton,Move,-1514,474
672756,NoButton,Move,-1512,480
672764,NoButton,Move,-1509,485
672772,NoButton,Move,-1507,488
672780,NoButton,Move,-1505,492
672788,NoButton,Move,-1503,494
672796,NoButton,Move,-1501,495
672804,NoButton,Move,-1499,497
672812,NoButton,Move,-1497,498
672820,NoButton,Move,-1494,498
672827,NoButton,Move,-1492,498
672836,NoButton,Move,-1487,498
672843,NoButton,Move,-1480,498
672852,NoButton,Move,-1472,498
672859,NoButton,Move,-1461,498
672868,NoButton,Move,-1449,498
672876,NoButton,Move,-1436,498
672883,NoButton,Move,-1422,498
672892,NoButton,Move,-1405,498
672900,NoButton,Move,-1386,498
672908,NoButton,Move,-1364,498
672916,NoButton,Move,-1348,498
672924,NoButton,Move,-1331,498
672932,NoButton,Move,-1313,497
672940,NoButton,Move,-1294,491
672949,NoButton,Move,-1275,486
672956,NoButton,Move,-1259,482
672963,NoButton,Move,-1247,478
672972,NoButton,Move,-1236,473
672980,NoButton,Move,-1225,470
672989,NoButton,Move,-1216,466
672996,NoButton,Move,-1211,463
673004,NoButton,Move,-1206,460
673012,NoButton,Move,-1204,458
673020,NoButton,Move,-1202,456
673028,NoButton,Move,-1202,456
673036,NoButton,Move,-1202,455
673108,NoButton,Move,-1202,455
673116,NoButton,Move,-1202,454
673132,NoButton,Move,-1202,453
673140,NoButton,Move,-1202,452
673148,NoButton,Move,-1203,451
673156,NoButton,Move,-1205,450
673164,NoButton,Move,-1207,449
673172,NoButton,Move,-1209,448
673180,NoButton,Move,-1212,446
673188,NoButton,Move,-1216,444
673196,NoButton,Move,-1219,442
673204,NoButton,Move,-1221,440
673212,NoButton,Move,-1224,440
673220,NoButton,Move,-1226,439
673228,NoButton,Move,-1228,438
673236,NoButton,Move,-1230,438
673244,NoButton,Move,-1231,437
673252,NoButton,Move,-1232,436
673260,NoButton,Move,-1233,436
673268,NoButton,Move,-1233,436
673580,NoButton,Move,-1233,436
673588,NoButton,Move,-1233,436
673596,NoButton,Move,-1233,436
673604,NoButton,Move,-1232,437
673620,NoButton,Move,-1232,438
673644,NoButton,Move,-1231,438
673676,NoButton,Move,-1231,438
673916,NoButton,Move,-1230,438
673924,NoButton,Move,-1230,438
673932,NoButton,Move,-1230,438
673956,NoButton,Move,-1229,438
673965,NoButton,Move,-1228,439
673973,NoButton,Move,-1228,440
673980,NoButton,Move,-1226,441
673988,NoButton,Move,-1226,444
673996,NoButton,Move,-1225,446
674004,NoButton,Move,-1224,447
674012,NoButton,Move,-1224,448
674020,NoButton,Move,-1222,449
674028,NoButton,Move,-1222,450
674036,NoButton,Move,-1222,450
674044,NoButton,Move,-1221,451
674052,NoButton,Move,-1221,451
674060,NoButton,Move,-1221,452
674068,NoButton,Move,-1220,452
674092,NoButton,Move,-1220,453
674108,NoButton,Move,-1220,453
674132,NoButton,Move,-1219,453
674139,NoButton,Move,-1218,454
674147,NoButton,Move,-1217,454
674155,NoButton,Move,-1215,456
674164,NoButton,Move,-1212,456
674172,NoButton,Move,-1209,458
674180,NoButton,Move,-1204,459
674188,NoButton,Move,-1199,461
674197,NoButton,Move,-1192,462
674204,NoButton,Move,-1185,462
674212,NoButton,Move,-1177,462
674220,NoButton,Move,-1168,462
674228,NoButton,Move,-1160,462
674236,NoButton,Move,-1153,462
674244,NoButton,Move,-1145,462
674252,NoButton,Move,-1139,460
674260,NoButton,Move,-1135,456
674268,NoButton,Move,-1134,454
674276,NoButton,Move,-1133,451
674284,NoButton,Move,-1133,449
674292,NoButton,Move,-1133,447
674300,NoButton,Move,-1133,445
674308,NoButton,Move,-1133,442
674316,NoButton,Move,-1133,440
674324,NoButton,Move,-1135,438
674332,NoButton,Move,-1137,435
674340,NoButton,Move,-1138,432
674348,NoButton,Move,-1140,429
674364,NoButton,Move,-1140,427
674372,NoButton,Move,-1140,426
674380,NoButton,Move,-1141,425
674388,NoButton,Move,-1141,425
674396,NoButton,Move,-1142,425
674404,NoButton,Move,-1142,424
674492,Left,Pressed,-1142,424
674596,Left,Released,-1142,424
677356,NoButton,Move,-1145,426
677364,NoButton,Move,-1152,430
677372,NoButton,Move,-1160,434
677380,NoButton,Move,-1167,437
677388,NoButton,Move,-1176,441
677396,NoButton,Move,-1186,446
677404,NoButton,Move,-1198,451
677412,NoButton,Move,-1208,454
677420,NoButton,Move,-1219,457
677428,NoButton,Move,-1229,463
677436,NoButton,Move,-1237,467
677444,NoButton,Move,-1243,470
677452,NoButton,Move,-1250,472
677460,NoButton,Move,-1255,474
677468,NoButton,Move,-1258,474
677476,NoButton,Move,-1259,474
677484,NoButton,Move,-1260,475
677772,NoButton,Move,-126,-1619,158
64911,NoButton,Move,-1627,152
64919,NoButton,Move,-1630,149
65183,NoButton,Move,-1630,149
65207,NoButton,Move,-1630,149
65215,NoButton,Move,-1630,149
65223,NoButton,Move,-1630,152
65231,NoButton,Move,-1630,155
65239,NoButton,Move,-1630,162
65247,NoButton,Move,-1630,170
65255,NoButton,Move,-1629,181
65263,NoButton,Move,-1627,193
65271,NoButton,Move,-1626,206
65279,NoButton,Move,-1624,220
65287,NoButton,Move,-1623,233
65296,NoButton,Move,-1622,247
65303,NoButton,Move,-1622,261
65312,NoButton,Move,-1622,273
65319,NoButton,Move,-1622,285
65327,NoButton,Move,-1622,294
65335,NoButton,Move,-1622,303
65344,NoButton,Move,-1622,310
65351,NoButton,Move,-1622,315
65359,NoButton,Move,-1622,319
65367,NoButton,Move,-1622,322
65375,NoButton,Move,-1622,324
65383,NoButton,Move,-1622,324
65543,NoButton,Move,-1622,323
65551,NoButton,Move,-1622,318
65559,NoButton,Move,-1623,314
65567,NoButton,Move,-1625,312
65575,NoButton,Move,-1625,310
65583,NoButton,Move,-1626,308
65591,NoButton,Move,-1627,305
65599,NoButton,Move,-1627,303
65607,NoButton,Move,-1629,301
65630,NoButton,Move,-1630,297
65631,NoButton,Move,-1630,296
65639,NoButton,Move,-1631,295
65647,NoButton,Move,-1632,293
65655,NoButton,Move,-1632,293
65663,NoButton,Move,-1633,291
65671,NoButton,Move,-1633,291
65679,NoButton,Move,-1633,290
65687,NoButton,Move,-1633,290
65695,NoButton,Move,-1634,290
65703,NoButton,Move,-1634,289
65711,NoButton,Move,-1634,289
65727,NoButton,Move,-1634,288
65735,NoButton,Move,-1634,288
65743,NoButton,Move,-1634,287
65751,NoButton,Move,-1634,287
65759,NoButton,Move,-1634,286
65767,NoButton,Move,-1635,286
65775,NoButton,Move,-1635,285
65783,NoButton,Move,-1635,284
65791,NoButton,Move,-1635,284
65799,NoButton,Move,-1635,283
65807,NoButton,Move,-1635,282
65815,NoButton,Move,-1637,281
65823,NoButton,Move,-1637,279
65831,NoButton,Move,-1637,276
65839,NoButton,Move,-1638,276
65847,NoButton,Move,-1639,275
65855,NoButton,Move,-1639,273
65863,NoButton,Move,-1639,273
65871,NoButton,Move,-1639,272
65887,NoButton,Move,-1639,272
65895,NoButton,Move,-1639,271
65903,NoButton,Move,-1640,271
65911,NoButton,Move,-1640,271
66079,Left,Pressed,-1640,271
66183,Left,Released,-1640,271
69455,NoButton,Move,-1640,274
69463,NoButton,Move,-1636,285
69471,NoButton,Move,-1636,294
69479,NoButton,Move,-1636,299
69487,NoButton,Move,-1636,302
69495,NoButton,Move,-1635,303
69679,NoButton,Move,-1634,303
69687,NoButton,Move,-1635,300
69695,NoButton,Move,-1640,298
69703,NoButton,Move,-1647,292
69711,NoButton,Move,-1652,290
69719,NoButton,Move,-1656,286
69727,NoButton,Move,-1660,285
69735,NoButton,Move,-1663,284
69743,NoButton,Move,-1668,284
69751,NoButton,Move,-1673,284
69759,NoButton,Move,-1677,284
69766,NoButton,Move,-1680,284
69774,NoButton,Move,-1682,284
69782,NoButton,Move,-1685,284
69791,NoButton,Move,-1687,286
69798,NoButton,Move,-1687,286
69806,NoButton,Move,-1688,286
69815,NoButton,Move,-1689,286
69822,NoButton,Move,-1691,287
69831,NoButton,Move,-1691,287
69838,NoButton,Move,-1692,287
69846,NoButton,Move,-1693,287
69854,NoButton,Move,-1694,287
69862,NoButton,Move,-1695,288
69870,NoButton,Move,-1696,289
69878,NoButton,Move,-1697,289
69886,NoButton,Move,-1697,290
69894,NoButton,Move,-1698,292
69902,NoButton,Move,-1698,293
69910,NoButton,Move,-1699,295
69918,NoButton,Move,-1700,298
69927,NoButton,Move,-1700,299
69934,NoButton,Move,-1700,301
69942,NoButton,Move,-1701,304
69950,NoButton,Move,-1701,307
69958,NoButton,Move,-1701,311
69967,NoButton,Move,-1701,315
69975,NoButton,Move,-1701,319
69983,NoButton,Move,-1701,325
69991,NoButton,Move,-1701,329
69999,NoButton,Move,-1701,334
70007,NoButton,Move,-1700,339
70015,NoButton,Move,-1699,343
70023,NoButton,Move,-1697,349
70031,NoButton,Move,-1695,351
70039,NoButton,Move,-1693,354
70047,NoButton,Move,-1692,357
70055,NoButton,Move,-1691,359
70063,NoButton,Move,-1690,360
70071,NoButton,Move,-1690,361
70079,NoButton,Move,-1689,361
70087,NoButton,Move,-1689,361
70287,NoButton,Move,-1689,362
70295,NoButton,Move,-1688,364
70303,NoButton,Move,-1688,365
70311,NoButton,Move,-1688,367
70320,NoButton,Move,-1688,369
70327,NoButton,Move,-1686,371
70335,NoButton,Move,-1681,373
70343,NoButton,Move,-1674,377
70351,NoButton,Move,-1674,379
70647,NoButton,Move,-1674,379
70655,NoButton,Move,-1674,379
70663,NoButton,Move,-1675,379
70671,NoButton,Move,-1676,379
70679,NoButton,Move,-1677,379
70695,NoButton,Move,-1677,379
70703,NoButton,Move,-1678,379
70711,NoButton,Move,-1681,379
70719,NoButton,Move,-1683,379
70727,NoButton,Move,-1684,379
70735,NoButton,Move,-1686,378
70743,NoButton,Move,-1687,377
70751,NoButton,Move,-1687,377
70759,NoButton,Move,-1688,377
70783,NoButton,Move,-1689,377
71687,NoButton,Move,-1688,377
71695,NoButton,Move,-1686,377
71703,NoButton,Move,-1683,377
71711,NoButton,Move,-1679,377
71719,NoButton,Move,-1672,379
71727,NoButton,Move,-1664,381
71735,NoButton,Move,-1654,384
71743,NoButton,Move,-1638,389
71751,NoButton,Move,-1617,393
71759,NoButton,Move,-1595,401
71767,NoButton,Move,-1566,406
71775,NoButton,Move,-1533,416
71783,NoButton,Move,-1499,421
71790,NoButton,Move,-1460,427
71799,NoButton,Move,-1418,432
71807,NoButton,Move,-1372,443
71815,NoButton,Move,-1327,453
71823,NoButton,Move,-1281,466
71831,NoButton,Move,-1232,482
71839,NoButton,Move,-1183,500
71847,NoButton,Move,-1129,512
71855,NoButton,Move,-1076,524
71863,NoButton,Move,-1014,538
71871,NoButton,Move,-946,557
71879,NoButton,Move,-885,569
71888,NoButton,Move,-823,588
71895,NoButton,Move,-764,598
71904,NoButton,Move,-713,612
71911,NoButton,Move,-659,626
71919,NoButton,Move,-614,633
71927,NoButton,Move,-571,633
71935,NoButton,Move,-535,635
71944,NoButton,Move,-502,635
71951,NoButton,Move,-473,635
71959,NoButton,Move,-445,635
71967,NoButton,Move,-421,635
71975,NoButton,Move,-402,635
71983,NoButton,Move,-387,635
71991,NoButton,Move,-374,636
71999,NoButton,Move,-362,636
72007,NoButton,Move,-355,636
72015,NoButton,Move,-351,636
72023,NoButton,Move,-349,636
72031,NoButton,Move,-348,636
72167,NoButton,Move,-348,634
72175,NoButton,Move,-348,630
72183,NoButton,Move,-349,625
72191,NoButton,Move,-351,619
72199,NoButton,Move,-355,613
72207,NoButton,Move,-356,607
72216,NoButton,Move,-359,603
72223,NoButton,Move,-361,598
72231,NoButton,Move,-362,594
72239,NoButton,Move,-363,590
72247,NoButton,Move,-365,587
72255,NoButton,Move,-367,584
72263,NoButton,Move,-369,581
72271,NoButton,Move,-370,579
72279,NoButton,Move,-373,578
72287,NoButton,Move,-373,577
72295,NoButton,Move,-375,577
72303,NoButton,Move,-375,576
72311,NoButton,Move,-375,576
72359,NoButton,Move,-376,576
72423,NoButton,Move,-376,576
72448,NoButton,Move,-376,576
72463,NoButton,Move,-377,576
72503,NoButton,Move,-377,576
72511,NoButton,Move,-378,576
72543,NoButton,Move,-379,576
72575,NoButton,Move,-379,575
72591,NoButton,Move,-379,575
72615,NoButton,Move,-380,575
72695,NoButton,Move,-380,575
72744,NoButton,Move,-381,575
72807,NoButton,Move,-381,575
73023,NoButton,Move,-382,575
73039,NoButton,Move,-383,575
73047,NoButton,Move,-383,575
73055,NoButton,Move,-384,575
73063,NoButton,Move,-387,575
73071,NoButton,Move,-390,575
73079,NoButton,Move,-394,575
73087,NoButton,Move,-400,575
73095,NoButton,Move,-406,575
73103,NoButton,Move,-414,575
73111,NoButton,Move,-424,575
73119,NoButton,Move,-434,575
73127,NoButton,Move,-448,575
73135,NoButton,Move,-462,575
73143,NoButton,Move,-478,575
73151,NoButton,Move,-498,575
73159,NoButton,Move,-527,575
73167,NoButton,Move,-557,575
73175,NoButton,Move,-590,575
73183,NoButton,Move,-623,575
73191,NoButton,Move,-655,575
73199,NoButton,Move,-688,575
73207,NoButton,Move,-710,575
