client timestamp,button,state,x,y
40,Left,Pressed,1795,10
239,Left,Released,1795,10
645,NoButton,Move,1794,10
653,NoButton,Move,1793,10
665,NoButton,Move,1789,12
681,NoButton,Move,1773,15
693,NoButton,Move,1712,26
705,NoButton,Move,1632,41
717,NoButton,Move,1541,58
733,NoButton,Move,1450,74
757,NoButton,Move,1291,102
769,NoButton,Move,1243,110
784,NoButton,Move,1204,113
796,NoButton,Move,1177,113
808,NoButton,Move,1158,113
824,NoButton,Move,1140,112
836,NoButton,Move,1130,108
848,NoButton,Move,1122,106
860,NoButton,Move,1117,105
876,NoButton,Move,1115,105
888,NoButton,Move,1115,105
900,NoButton,Move,1114,104
912,NoButton,Move,1113,104
928,NoButton,Move,1111,103
940,NoButton,Move,1105,103
952,NoButton,Move,1097,102
968,NoButton,Move,1088,100
979,NoButton,Move,1078,97
995,NoButton,Move,1070,95
1007,NoButton,Move,1064,93
1019,NoButton,Move,1060,92
1033,NoButton,Move,1058,92
1045,NoButton,Move,1055,92
1055,NoButton,Move,1052,92
1067,NoButton,Move,1049,92
1083,NoButton,Move,1047,92
1095,NoButton,Move,1047,92
1107,NoButton,Move,1046,92
1123,NoButton,Move,1046,92
1147,NoButton,Move,1044,92
1175,NoButton,Move,1044,92
1199,NoButton,Move,1043,92
1211,NoButton,Move,1042,92
1227,NoButton,Move,1041,91
1239,NoButton,Move,1040,91
1251,NoButton,Move,1040,90
1263,NoButton,Move,1039,90
1279,NoButton,Move,1038,90
1291,NoButton,Move,1037,90
1303,NoButton,Move,1037,90
1331,NoButton,Move,1036,90
1343,NoButton,Move,1035,90
1355,NoButton,Move,1034,90
1367,NoButton,Move,1033,89
1655,Left,Pressed,1033,89
1859,Left,Released,1033,89
86664,Left,Released,128,1076
87983,NoButton,Move,128,1076
87995,NoButton,Move,126,1076
88007,NoButton,Move,125,1076
88023,NoButton,Move,124,1073
88035,NoButton,Move,122,1060
88047,NoButton,Move,122,1001
88059,NoButton,Move,122,925
88075,NoButton,Move,123,841
88087,NoButton,Move,127,744
88099,NoButton,Move,138,637
88111,NoButton,Move,155,515
88151,NoButton,Move,172,432
88163,NoButton,Move,185,391
88175,NoButton,Move,216,335
88191,NoButton,Move,234,313
88423,NoButton,Move,235,311
88435,NoButton,Move,237,308
88447,NoButton,Move,245,299
88459,NoButton,Move,261,274
88475,NoButton,Move,309,201
88487,NoButton,Move,354,126
88499,NoButton,Move,395,51
88511,NoButton,Move,427,-5
88539,NoButton,Move,444,-31
88551,NoButton,Move,467,-43
88567,NoButton,Move,474,-11
88771,NoButton,Move,473,0
88783,NoButton,Move,468,0
88799,NoButton,Move,457,2
88811,NoButton,Move,436,4
88823,NoButton,Move,411,6
88839,NoButton,Move,383,7
88851,NoButton,Move,364,7
88863,NoButton,Move,349,8
88879,NoButton,Move,339,8
88891,NoButton,Move,332,9
88903,NoButton,Move,326,9
88915,NoButton,Move,322,10
88927,NoButton,Move,320,10
88939,NoButton,Move,319,10
88955,NoButton,Move,318,10
88967,NoButton,Move,318,11
89007,NoButton,Move,317,11
89031,NoButton,Move,316,11
89043,NoButton,Move,315,11
89059,NoButton,Move,311,11
89071,NoButton,Move,306,9
89083,NoButton,Move,300,7
89095,NoButton,Move,293,5
89111,NoButton,Move,286,3
89135,NoButton,Move,268,-1
89147,NoButton,Move,261,-2
89163,NoButton,Move,254,-3
89175,NoButton,Move,250,-1
89187,NoButton,Move,248,-1
89199,NoButton,Move,248,0
89239,NoButton,Move,247,0
89471,Left,Pressed,247,0
89675,Left,Released,247,0
93171,NoButton,Move,247,-1
93179,NoButton,Move,248,-1
