client timestamp,button,state,x,y
3069,NoButton,Move,452,18
3077,NoButton,Move,452,18
3085,NoButton,Move,450,18
3101,NoButton,Move,446,18
3117,NoButton,Move,440,19
3132,NoButton,Move,433,21
3132,NoButton,Move,426,23
3148,NoButton,Move,423,23
3163,NoButton,Move,422,24
3179,NoButton,Move,421,25
3195,NoButton,Move,421,25
3210,NoButton,Move,420,25
3226,NoButton,Move,420,25
3242,NoButton,Move,419,25
3367,NoButton,Move,419,25
3382,NoButton,Move,420,25
3398,NoButton,Move,422,25
3413,NoButton,Move,424,24
3429,NoButton,Move,427,22
3445,NoButton,Move,430,21
3445,NoButton,Move,432,20
3460,NoButton,Move,435,19
3476,NoButton,Move,435,19
3742,Left,Pressed,435,19
3945,Left,Released,435,19
4101,NoButton,Move,435,20
4116,NoButton,Move,433,25
4132,NoButton,Move,430,34
4148,NoButton,Move,425,45
4163,NoButton,Move,422,54
4179,NoButton,Move,419,64
4179,NoButton,Move,414,75
4195,NoButton,Move,406,97
4210,NoButton,Move,396,125
4226,NoButton,Move,389,149
4241,NoButton,Move,379,177
4257,NoButton,Move,373,199
4257,NoButton,Move,368,218
4273,NoButton,Move,364,231
4288,NoButton,Move,360,242
4304,NoButton,Move,355,255
4320,NoButton,Move,351,266
4335,NoButton,Move,347,275
4335,NoButton,Move,345,284
4351,NoButton,Move,342,291
4366,NoButton,Move,341,295
4382,NoButton,Move,340,297
4398,NoButton,Move,338,300
4413,NoButton,Move,338,300
4413,NoButton,Move,337,301
4429,NoButton,Move,337,301
4445,NoButton,Move,337,302
4460,NoButton,Move,336,303
4476,NoButton,Move,336,304
4491,NoButton,Move,335,306
4491,NoButton,Move,334,308
4507,NoButton,Move,334,309
4523,NoButton,Move,333,309
4570,NoButton,Move,332,309
4570,NoButton,Move,332,309
4585,NoButton,Move,332,307
4601,NoButton,Move,333,304
4632,NoButton,Move,336,298
4632,NoButton,Move,339,292
4648,NoButton,Move,342,285
4663,NoButton,Move,345,280
4663,NoButton,Move,346,278
4679,NoButton,Move,347,276
4695,NoButton,Move,349,273
4710,NoButton,Move,352,269
4726,NoButton,Move,354,266
4726,NoButton,Move,357,264
4741,NoButton,Move,357,263
4757,NoButton,Move,358,263
4773,NoButton,Move,358,262
4788,NoButton,Move,359,262
4804,NoButton,Move,360,262
4804,NoButton,Move,360,262
4835,NoButton,Move,361,262
4882,NoButton,Move,361,262
4991,NoButton,Move,361,262
5007,NoButton,Move,361,266
5023,NoButton,Move,358,274
5038,NoButton,Move,354,284
5038,NoButton,Move,350,293
5054,NoButton,Move,344,303
5070,NoButton,Move,338,312
5085,NoButton,Move,332,325
5101,NoButton,Move,325,335
5116,NoButton,Move,321,342
5116,NoButton,Move,320,345
5132,NoButton,Move,318,347
5148,NoButton,Move,318,348
5163,NoButton,Move,317,349
5195,NoButton,Move,317,349
5195,NoButton,Move,316,349
5539,Left,Pressed,316,349
5742,Left,Released,316,349
7940,NoButton,Move,322,348
7953,NoButton,Move,329,345
7966,NoButton,Move,351,335
7979,NoButton,Move,393,318
7992,NoButton,Move,483,284
8005,NoButton,Move,574,255
8018,NoButton,Move,679,228
8030,NoButton,Move,795,202
8043,NoButton,Move,912,179
8056,NoButton,Move,1027,163
8070,NoButton,Move,1131,152
8083,NoButton,Move,1218,143
8096,NoButton,Move,1281,139
8122,NoButton,Move,1294,138
8457,NoButton,Move,1294,138
8483,NoButton,Move,1293,139
8496,NoButton,Move,1289,143
8509,NoButton,Move,1281,150
8522,NoButton,Move,1270,161
8535,NoButton,Move,1252,175
8548,NoButton,Move,1226,199
8561,NoButton,Move,1202,225
8574,NoButton,Move,1176,251
8587,NoButton,Move,1167,260
8600,NoButton,Move,1155,272
8613,NoButton,Move,1143,283
8626,NoButton,Move,1120,309
8639,NoButton,Move,1105,324
8653,NoButton,Move,1093,336
8665,NoButton,Move,1080,347
8678,NoButton,Move,1069,356
8692,NoButton,Move,1058,362
8705,NoButton,Move,1048,366
8718,NoButton,Move,1039,369
8730,NoButton,Move,1031,370
8743,NoButton,Move,1023,370
8759,NoButton,Move,1016,370
8769,NoButton,Move,1007,367
8782,NoButton,Move,998,365
8795,NoButton,Move,990,363
8809,NoButton,Move,979,361
8821,NoButton,Move,972,360
8834,NoButton,Move,965,359
8847,NoButton,Move,959,359
8860,NoButton,Move,947,358
8873,NoButton,Move,932,358
8886,NoButton,Move,918,358
8899,NoButton,Move,901,359
8912,NoButton,Move,883,362
8925,NoButton,Move,868,363
8938,NoButton,Move,858,363
8951,NoButton,Move,847,363
8964,NoButton,Move,837,359
8976,NoButton,Move,827,355
8989,NoButton,Move,819,350
9003,NoButton,Move,810,343
9016,NoButton,Move,802,334
9029,NoButton,Move,795,323
9042,NoButton,Move,789,313
9055,NoButton,Move,786,307
9068,NoButton,Move,785,304
9081,NoButton,Move,784,302
9120,NoButton,Move,784,301
9364,NoButton,Move,784,300
9377,NoButton,Move,784,299
9390,NoButton,Move,785,297
9403,NoButton,Move,788,293
9416,NoButton,Move,795,283
