timestamp,event,x,y,user,screen_width,screen_height
1490007523858,Mouse Moved,734.0,133.0,User16,800.0,600.0
1490007523871,Mouse Moved,722.0,145.0,User16,,
1490007523884,Mouse Moved,713.0,154.0,User16,,
1490007523898,Mouse Moved,707.0,160.0,User16,,
1490007523917,Mouse Moved,680.0,179.0,User16,,
1490007523931,Mouse Moved,670.0,185.0,User16,,
1490007523947,Mouse Moved,661.0,190.0,User16,,
1490007523948,Mouse Moved,651.0,196.0,User16,,
1490007523960,Mouse Moved,641.0,201.0,User16,,
1490007523961,Mouse Moved,631.0,207.0,User16,,
1490007523976,Mouse Moved,624.0,212.0,User16,,
1490007523977,Mouse Moved,614.0,217.0,User16,,
1490007523993,Mouse Moved,609.0,220.0,User16,,
1490007523994,Mouse Moved,602.0,225.0,User16,,
1490007524006,Mouse Moved,595.0,229.0,User16,,
1490007524022,Mouse Moved,588.0,234.0,User16,,
1490007524023,Mouse Moved,582.0,238.0,User16,,
1490007524038,Mouse Moved,577.0,241.0,User16,,
1490007524052,Mouse Moved,571.0,246.0,User16,,
1490007524069,Mouse Moved,565.0,251.0,User16,,
1490007524082,Mouse Moved,562.0,254.0,User16,,
1490007524098,Mouse Moved,558.0,261.0,User16,,
1490007524144,Mouse Moved,556.0,263.0,User16,,
1490007524145,Mouse Moved,555.0,264.0,User16,,
1490007524147,Mouse Moved,553.0,266.0,User16,,
1490007524160,Mouse Moved,553.0,267.0,User16,,
1490007524161,Mouse Moved,553.0,267.0,User16,,
1490007524174,Mouse Moved,552.0,268.0,User16,,
1490007524188,Mouse Moved,551.0,268.0,User16,,
1490007524190,Mouse Moved,550.0,268.0,User16,,
1490007524204,Mouse Moved,550.0,268.0,User16,,
1490007524206,Mouse Moved,550.0,268.0,User16,,
1490007524220,Mouse Moved,549.0,268.0,User16,,
1490007524234,Mouse Moved,549.0,269.0,User16,,
1490007524236,Mouse Moved,547.0,269.0,User16,,
1490007524250,Mouse Moved,547.0,269.0,User16,,
1490007524266,Mouse Moved,546.0,269.0,User16,,
