X,Y,EventCode,EventName,Timestamp,ProcessID
535,278,512,Move,1382723426,3
533,278,512,Move,1382723540,3
531,278,512,Move,1382723551,3
527,278,512,Move,1382723561,3
523,277,512,Move,1382723571,3
517,276,512,Move,1382723582,3
514,275,512,Move,1382723592,3
507,274,512,Move,1382723602,3
504,273,512,Move,1382723613,3
499,272,512,Move,1382723623,3
496,272,512,Move,1382723634,3
493,271,512,Move,1382723644,3
491,271,512,Move,1382723654,3
490,270,512,Move,1382723665,3
489,270,512,Move,1382723675,3
487,270,512,Move,1382723685,3
486,270,512,Move,1382723717,3
485,270,512,Move,1382723955,3
484,270,512,Move,1382723965,3
483,270,512,Move,1382723976,3
482,269,512,Move,1382724007,3
482,269,513,Pressed,1382724775,3
483,269,512,Move,1382724858,3
485,271,512,Move,1382724868,3
491,275,512,Move,1382724878,3
495,278,512,Move,1382724889,3
503,285,512,Move,1382724899,3
508,288,512,Move,1382724910,3
519,295,512,Move,1382724920,3
526,299,512,Move,1382724930,3
539,305,512,Move,1382724941,3
550,310,512,Move,1382724951,3
568,317,512,Move,1382724961,3
579,321,512,Move,1382724972,3
599,328,512,Move,1382724982,3
612,331,512,Move,1382724993,3
637,335,512,Move,1382725003,3
656,339,512,Move,1382725013,3
671,342,512,Move,1382725024,3
694,345,512,Move,1382725034,3
708,348,512,Move,1382725044,3
727,350,512,Move,1382725055,3
740,353,512,Move,1382725065,3
757,355,512,Move,1382725076,3
768,357,512,Move,1382725086,3
783,360,512,Move,1382725096,3
792,361,512,Move,1382725107,3
804,363,512,Move,1382725117,3
812,363,512,Move,1382725127,3
822,363,512,Move,1382725138,3
827,363,512,Move,1382725148,3
835,363,512,Move,1382725159,3
838,363,512,Move,1382725169,3
842,363,512,Move,1382725179,3
843,363,512,Move,1382725190,3
845,363,512,Move,1382725200,3
845,363,514,Released,1382725574,3
845,363,512,Move,1382725574,3
840,362,512,Move,1382726528,3
834,359,512,Move,1382726538,3
824,355,512,Move,1382726549,3
817,353,512,Move,1382726559,3
