timestamp,event,x,y,user,screen_width,screen_height
1490282485746,Mouse Moved,907.0,449.0,User8,1134.0,629.0
1490282485746,Mouse Moved,897.0,435.0,User8,,
1490282485760,Mouse Moved,851.0,385.0,User8,,
1490282485760,Mouse Moved,799.0,335.0,User8,,
1490282485776,Mouse Moved,781.0,319.0,User8,,
1490282485792,Mouse Moved,758.0,301.0,User8,,
1490282485808,Mouse Moved,747.0,296.0,User8,,
1490282485822,Mouse Moved,739.0,292.0,User8,,
1490282485822,Mouse Moved,726.0,287.0,User8,,
1490282485838,Mouse Moved,714.0,283.0,User8,,
1490282485854,Mouse Moved,700.0,277.0,User8,,
1490282485869,Mouse Moved,685.0,271.0,User8,,
1490282485869,Mouse Moved,658.0,262.0,User8,,
1490282485884,Mouse Moved,636.0,255.0,User8,,
1490282485884,Mouse Moved,611.0,246.0,User8,,
1490282485901,Mouse Moved,591.0,239.0,User8,,
1490282485915,Mouse Moved,576.0,232.0,User8,,
1490282485931,Mouse Moved,566.0,230.0,User8,,
1490282485931,Mouse Moved,558.0,227.0,User8,,
1490282485963,Mouse Moved,554.0,225.0,User8,,
1490282485963,Mouse Moved,548.0,225.0,User8,,
1490282485977,Mouse Moved,546.0,225.0,User8,,
1490282485993,Mouse Moved,544.0,227.0,User8,,
1490282485993,Mouse Moved,542.0,228.0,User8,,
1490282486009,Mouse Moved,539.0,230.0,User8,,
1490282486025,Mouse Moved,537.0,233.0,User8,,
1490282486025,Mouse Moved,535.0,236.0,User8,,
1490282486039,Mouse Moved,534.0,239.0,User8,,
1490282486055,Mouse Moved,533.0,246.0,User8,,
1490282486055,Mouse Moved,532.0,252.0,User8,,
1490282486071,Mouse Moved,532.0,257.0,User8,,
1490282486086,Mouse Moved,532.0,264.0,User8,,
1490282486086,Mouse Moved,534.0,270.0,User8,,
1490282486101,Mouse Moved,537.0,276.0,User8,,
1490282486118,Mouse Moved,540.0,282.0,User8,,
1490282486118,Mouse Moved,543.0,287.0,User8,,
1490282486132,Mouse Moved,546.0,291.0,User8,,
1490282486148,Mouse Moved,550.0,298.0,User8,,
1490282486148,Mouse Moved,554.0,302.0,User8,,
1490282486148,Mouse Moved,558.0,306.0,User8,,
1490282486164,Mouse Moved,561.0,309.0,User8,,
1490282486180,Mouse Moved,565.0,312.0,User8,,
1490282486194,Mouse Moved,569.0,316.0,User8,,
1490282486194,Mouse Moved,577.0,320.0,User8,,
1490282486210,Mouse Moved,585.0,324.0,User8,,
1490282486210,Mouse Moved,592.0,327.0,User8,,
1490282486226,Mouse Moved,598.0,330.0,User8,,
1490282486242,Mouse Moved,603.0,332.0,User8,,
1490282486256,Mouse Moved,606.0,333.0,User8,,
1490282486256,Mouse Moved,607.0,334.0,User8,,
1490282486272,Mouse Moved,609.0,336.0,User8,,
1490282486272,Mouse Moved,610.0,337.0,User8,,
1490282486288,Mouse Moved,611.0,338.0,User8,,
1490282486319,Mouse Moved,612.0,339.0,User8,,
1490282486319,Mouse Moved,612.0,340.0,User8,,
1490282486319,Mouse Moved,613.0,340.0,User8,,
1490282486334,Mouse Moved,613.0,341.0,User8,,
1490282486365,Mouse Moved,614.0,341.0,User8,,
1490282486519,Mouse Moved,614.0,341.0,User8,,
1490282486536,Mouse Button.left Pressed,614.0,341.0,User8,,
1490282486644,Mouse Moved,614.0,341.0,User8,,
1490282486690,Mouse Button.left Released,614.0,341.0,User8,,
1490282487140,Mouse Moved,613.0,341.0,User8,,
1490282487140,Mouse Moved,607.0,345.0,User8,,
1490282487140,Mouse Moved,598.0,353.0,User8,,
1490282487154,Mouse Moved,582.0,366.0,User8,,
1490282487201,Mouse Moved,562.0,383.0,User8,,
1490282487201,Mouse Moved,533.0,414.0,User8,,
1490282487201,Mouse Moved,491.0,447.0,User8,,
1490282487233,Mouse Moved,458.0,473.0,User8,,
1490282487233,Mouse Moved,430.0,498.0,User8,,
1490282487247,Mouse Moved,412.0,514.0,User8,,
1490282487247,Mouse Moved,403.0,526.0,User8,,
1490282487247,Mouse Moved,396.0,536.0,User8,,
1490282487417,Mouse Moved,392.0,540.0,User8,,
1490282487434,Mouse Moved,391.0,542.0,User8,,
1490282487480,Mouse Moved,386.0,546.0,User8,,
1490282487480,Mouse Moved,383.0,549.0,User8,,
1490282487480,Mouse Moved,379.0,554.0,User8,,
1490282487480,Mouse Moved,376.0,559.0,User8,,
1490282487510,Mouse Moved,373.0,565.0,User8,,
1490282487510,Mouse Moved,372.0,569.0,User8,,
1490282487510,Mouse Moved,371.0,574.0,User8,,
1490282487526,Mouse Moved,371.0,579.0,User8,,
1490282487526,Mouse Moved,371.0,583.0,User8,,
1490282487542,Mouse Moved,371.0,585.0,User8,,
1490282487558,Mouse Moved,371.0,588.0,User8,,
1490282487572,Mouse Moved,371.0,590.0,User8,,
1490282487572,Mouse Moved,372.0,593.0,User8,,
1490282487588,Mouse Moved,372.0,594.0,User8,,
1490282487604,Mouse Moved,373.0,594.0,User8,,
1490282487604,Mouse Moved,374.0,594.0,User8,,
1490282487619,Mouse Moved,376.0,595.0,User8,,
1490282487634,Mouse Moved,377.0,596.0,User8,,
1490282487651,Mouse Moved,379.0,596.0,User8,,
1490282487651,Mouse Moved,381.0,596.0,User8,,
1490282487665,Mouse Moved,383.0,596.0,User8,,
1490282487681,Mouse Moved,386.0,596.0,User8,,
1490282487681,Mouse Moved,388.0,596.0,User8,,
1490282487697,Mouse Moved,392.0,596.0,User8,,
1490282487697,Mouse Moved,394.0,597.0,User8,,
1490282487713,Mouse Moved,397.0,598.0,User8,,
1490282487727,Mouse Moved,399.0,599.0,User8,,
1490282487727,Mouse Moved,401.0,599.0,User8,,
1490282487743,Mouse Moved,403.0,599.0,User8,,
1490282487759,Mouse Moved,405.0,600.0,User8,,
1490282487759,Mouse Moved,406.0,602.0,User8,,
1490282487914,Mouse Moved,406.0,602.0,User8,,
1490282488006,Mouse Moved,406.0,602.0,User8,,
1490282495424,Mouse Moved,404.0,594.0,User8,,
1490282495517,Mouse Moved,395.0,564.0,User8,,
1490282495563,Mouse Moved,392.0,548.0,User8,,
1490282495563,Mouse Moved,388.0,535.0,User8,,
1490282495563,Mouse Moved,387.0,524.0,User8,,
1490282495579,Mouse Moved,387.0,517.0,User8,,
1490282495579,Mouse Moved,387.0,508.0,User8,,
1490282495595,Mouse Moved,387.0,505.0,User8,,
1490282495595,Mouse Moved,387.0,501.0,User8,,
1490282495595,Mouse Moved,387.0,500.0,User8,,
1490282495611,Mouse Moved,387.0,499.0,User8,,
1490282495625,Mouse Moved,387.0,498.0,User8,,
1490282495950,Mouse Moved,387.0,497.0,User8,,
1490282496198,Mouse Moved,387.0,498.0,User8,,
1490282496198,Mouse Moved,388.0,500.0,User8,,
1490282496214,Mouse Moved,391.0,515.0,User8,,
1490282496230,Mouse Moved,391.0,524.0,User8,,
1490282496230,Mouse Moved,391.0,540.0,User8,,
1490282496246,Mouse Moved,391.0,547.0,User8,,
