timestamp,event,x,y,user,screen_width,screen_height
1490290049688,Mouse Moved,139.0,666.0,User6,960.0,672.0
1490290049704,Mouse Moved,198.0,622.0,User6,,
1490290049720,Mouse Moved,243.0,580.0,User6,,
1490290049736,Mouse Moved,253.0,567.0,User6,,
1490290049752,Mouse Moved,267.0,553.0,User6,,
1490290049766,Mouse Moved,285.0,531.0,User6,,
1490290049782,Mouse Moved,290.0,524.0,User6,,
1490290049798,Mouse Moved,295.0,516.0,User6,,
1490290049813,Mouse Moved,309.0,494.0,User6,,
1490290049845,Mouse Moved,321.0,471.0,User6,,
1490290049861,Mouse Moved,341.0,436.0,User6,,
1490290049875,Mouse Moved,356.0,409.0,User6,,
1490290049891,Mouse Moved,370.0,389.0,User6,,
1490290049907,Mouse Moved,376.0,381.0,User6,,
1490290049923,Mouse Moved,391.0,366.0,User6,,
1490290049938,Mouse Moved,411.0,350.0,User6,,
1490290049953,Mouse Moved,433.0,335.0,User6,,
1490290049970,Mouse Moved,482.0,312.0,User6,,
1490290049986,Mouse Moved,533.0,291.0,User6,,
1490290050000,Mouse Moved,560.0,280.0,User6,,
1490290050016,Mouse Moved,635.0,247.0,User6,,
1490290050032,Mouse Moved,676.0,227.0,User6,,
1490290050048,Mouse Moved,744.0,195.0,User6,,
1490290050063,Mouse Moved,795.0,156.0,User6,,
1490290050078,Mouse Moved,822.0,133.0,User6,,
1490290050095,Mouse Moved,834.0,118.0,User6,,
1490290050109,Mouse Moved,839.0,114.0,User6,,
1490290050125,Mouse Moved,843.0,113.0,User6,,
1490290050469,Mouse Moved,843.0,112.0,User6,,
1490290050484,Mouse Moved,843.0,109.0,User6,,
1490290050500,Mouse Moved,846.0,93.0,User6,,
1490290050516,Mouse Moved,850.0,74.0,User6,,
1490290050532,Mouse Moved,856.0,55.0,User6,,
1490290050546,Mouse Moved,857.0,51.0,User6,,
1490290050562,Mouse Moved,861.0,44.0,User6,,
1490290050578,Mouse Moved,863.0,37.0,User6,,
1490290050594,Mouse Moved,865.0,33.0,User6,,
1490290050625,Mouse Moved,865.0,30.0,User6,,
1490290050641,Mouse Moved,865.0,25.0,User6,,
1490290050655,Mouse Moved,865.0,16.0,User6,,
1490290050671,Mouse Moved,865.0,10.0,User6,,
1490290050687,Mouse Moved,865.0,8.0,User6,,
1490290050703,Mouse Moved,865.0,3.0,User6,,
1490294548262,Mouse Moved,930.0,7.0,User6,1071.0,572.0
1490294548276,Mouse Moved,840.0,69.0,User6,,
1490294548292,Mouse Moved,824.0,85.0,User6,,
1490294548387,Mouse Moved,1154.0,141.0,User6,1536.0,777.0
1490294548401,Mouse Moved,1047.0,216.0,User6,,
1490294548417,Mouse Moved,1046.0,223.0,User6,,
1490294548433,Mouse Moved,1050.0,227.0,User6,,
1490294548776,Mouse Moved,1052.0,219.0,User6,,
1490294548822,Mouse Moved,1052.0,217.0,User6,,
1490294548869,Mouse Moved,1052.0,216.0,User6,,
1490294548885,Mouse Moved,1052.0,214.0,User6,,
